0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0588, 0.4046
0.0637, 0.4046
0.0637, 0.4046
0.0637, 0.4046
0.0637, 0.4046
0.0637, 0.4046
0.0637, 0.4046
0.0637, 0.4046
0.0637, 0.4046
0.0637, 0.4046
0.0686, 0.4046
0.0686, 0.4046
0.0686, 0.4046
0.0686, 0.4046
0.0735, 0.4046
0.0735, 0.4046
0.0735, 0.4046
0.0735, 0.4046
0.0784, 0.4046
0.0784, 0.4046
0.0784, 0.4046
0.0784, 0.4046
0.0882, 0.4046
0.0882, 0.4046
0.0882, 0.4046
0.0882, 0.4046
0.0882, 0.4046
0.0931, 0.4046
0.0931, 0.4046
0.0931, 0.4046
0.0931, 0.4046
0.0980, 0.4046
0.0980, 0.4046
0.1029, 0.4046
0.1029, 0.4046
0.1029, 0.4046
0.1078, 0.4046
0.1127, 0.4046
0.1176, 0.4046
0.1225, 0.4046
0.1225, 0.4046
0.1225, 0.4046
0.1225, 0.4046
0.1275, 0.4046
